TICK 1,TICK 2,TRADES #,GROWTH W ALGO %,GROWTH WO ALGO %,GROWTH DIFF,PROFIT,INITIAL BUY,COEFFICIENT
,,"=SUBTOTAL(1,C5:C130000)","=SUBTOTAL(1,D5:D130000)","=SUBTOTAL(1,E5:E130000)","=SUBTOTAL(1,F5:F130000)","=SUBTOTAL(1,G5:G130000)","=SUBTOTAL(1,H5:H130000)","=SUBTOTAL(1,I5:I130000)"


AOS,EL,1,0.20824888836092095,0.20824888836092095,0.0,0.15527036607770128,74.55999755859375,0.7684210526315788
AOS,EMN,3,15.648713135878799,11.559396628573397,4.089316507305401,11.667680132062571,74.55999755859375,0.6586466165413534
AOS,EMR,1,7.376303238716327,7.376303238716327,0.0,5.499771514701365,74.55999755859375,0.7488721804511278
AOS,ENPH,3,9.487134116580062,7.801271259779029,1.685862856801033,7.073606965702609,74.55999755859375,0.6947368421052631
AOS,EOG,1,9.097443634811683,9.097443634811683,0.0,6.783053752010034,74.55999755859375,0.45714285714285713
AOS,EQIX,3,12.604142588851618,11.496865883583919,1.107276705267699,9.397648406529441,74.55999755859375,0.8406015037593983
AOS,EQR,5,11.924840367137943,7.031522527060283,4.89331784007766,8.891160686604252,74.55999755859375,0.8266266097929232
AOS,ES,3,13.946499991427974,8.130946846103276,5.815553145324698,10.398510053117974,74.55999755859375,0.882706766917293
AOS,ESS,3,11.645282692545262,8.320701849475086,3.3245808430701764,8.682722491253088,74.55999755859375,0.849624060150376
AOS,ETN,1,3.1013401851740223,3.1013401851740223,0.0,2.312359166349438,74.55999755859375,0.7819548872180451
AOS,ETR,5,7.587685879384526,3.2996605797325618,4.288025299651964,5.657378406422865,74.55999755859375,0.8390977443609022
AOS,ETSY,2,10.53774233080254,28.201049857206332,-17.66330752640379,7.8569404245772745,74.55999755859375,0.8646616541353382
AOS,EVRG,1,2.8471498581587658,2.8471498581587658,0.0,2.122834864732681,74.55999755859375,0.8300751879699247
AOS,EW,1,8.580396859937794,8.580396859937794,0.0,6.397543689287275,74.55999755859375,0.6932330827067669
AOS,EXC,1,2.7962830838376425,2.7962830838376425,0.0,2.084908599040716,74.55999755859375,0.8225563909774435
AOS,EXPD,1,7.014933681899945,7.014933681899945,0.0,5.230334381961569,74.55999755859375,0.7909774436090224
AOS,EXPE,3,4.08342678681302,2.357905293037285,1.7255214937757355,3.044602912554751,74.55999755859375,0.6661654135338345
AOS,EXR,2,-0.802323868720343,2.1021157318614123,-2.9044396005817554,-0.5982126569299027,74.55999755859375,0.875187969924812
AOS,GS,1,5.957929579039736,5.957929579039736,0.0,4.442232148674762,74.55999755859375,0.7353383458646616
AOS,JPM,1,-1.2833989376661759,-1.2833989376661759,0.0,-0.9569022165909189,74.55999755859375,0.7142857142857143
APA,APD,6,19.09961998961747,43.61180967456709,-24.51218968494962,2.200276310235054,11.520000457763672,0.8661654135338346
APA,APH,4,99.22308668371055,44.18359988913795,55.039486794572596,11.430500040170699,11.520000457763672,0.9488721804511278
APA,APTV,4,95.96108480988154,46.07528058280364,49.8858042270779,11.054717409373339,11.520000457763672,0.9654135338345864
APA,ARE,6,23.32505250771363,43.317904298807115,-19.992851791093486,2.6870461556622267,11.520000457763672,0.8781954887218045
APA,ATO,6,22.608429962929048,43.773857843044496,-21.16542788011545,2.6044912352226053,11.520000457763672,0.6375939849624059
APA,ATVI,6,29.059821470723314,48.21443319397452,-19.154611723251207,3.3476915664526317,11.520000457763672,0.7398496240601502
APA,AVB,6,14.885251918030221,43.260883164761424,-28.375631246731203,1.7147810890963573,11.520000457763672,0.8857142857142858
APA,AVGO,4,101.23178274994041,44.386359921974524,56.84542282796588,11.661901836195462,11.520000457763672,0.9639097744360902
APA,AVY,6,21.82922740381293,43.469589684288344,-21.640362280475415,2.5147270968455224,11.520000457763672,0.8240601503759398
APA,AWK,6,16.553173222995895,43.391890985434145,-26.83871776243825,1.9069256310635403,11.520000457763672,0.5428571428571428
APA,AXP,4,100.36447543122132,35.3413481353784,65.02312729584293,11.561988029108804,11.520000457763672,0.9488721804511278
